article_title,revision_id,country,article_quality,population,region
Anna Strohsahl,1235511227.0,Germany,B,84.9,WESTERN EUROPE
Bertram von Sturm,1146695614.0,Germany,Start,84.9,WESTERN EUROPE
Heinrich Sudermann,1226369269.0,Germany,Stub,84.9,WESTERN EUROPE
Wolfgang Templin,1233839679.0,Germany,Start,84.9,WESTERN EUROPE
Stanislaw Trabalski,1238513656.0,Germany,C,84.9,WESTERN EUROPE
Adelheid Tröscher,1222297199.0,Germany,Start,84.9,WESTERN EUROPE
Heinrich Voelter,1130505690.0,Germany,Start,84.9,WESTERN EUROPE
Heinrich Alois von Reigersberg,1228879346.0,Germany,Start,84.9,WESTERN EUROPE
Curt Wach,1227609154.0,Germany,Start,84.9,WESTERN EUROPE
Ruth Weckenmann,1243240587.0,Germany,Start,84.9,WESTERN EUROPE
Hellmuth Weiss,1244017494.0,Germany,Stub,84.9,WESTERN EUROPE
Hugo Wesendonck,1226378603.0,Germany,Start,84.9,WESTERN EUROPE
Ludwig Georg Winter,1062661561.0,Germany,Stub,84.9,WESTERN EUROPE
Hermann Wittich,1226380770.0,Germany,Stub,84.9,WESTERN EUROPE
Agyen Kokobo,1187316535.0,Ghana,Start,34.1,WESTERN AFRICA
J. Nee Amahtey Hyde,1244174684.0,Ghana,GA,34.1,WESTERN AFRICA
Ofusu Kwabi,1103370473.0,Ghana,Stub,34.1,WESTERN AFRICA
Richard Sumah,1103370473.0,Ghana,Stub,34.1,WESTERN AFRICA
Sefis Anastasakos,1232348830.0,Greece,Stub,10.6,SOUTHERN EUROPE
Despina Chatzivassiliou-Tsovilis,1246159519.0,Greece,Start,10.6,SOUTHERN EUROPE
Sofoklis Avraam Choudaverdoglou-Theodotos,1232322281.0,Greece,Start,10.6,SOUTHERN EUROPE
Christos Daralexis,1083450519.0,Greece,Stub,10.6,SOUTHERN EUROPE
Alcibiades Diamandi,1225731455.0,Greece,C,10.6,SOUTHERN EUROPE
Ioannis Dimopoulos,1119564390.0,Greece,Stub,10.6,SOUTHERN EUROPE
Georgios Drys,1205444933.0,Greece,Stub,10.6,SOUTHERN EUROPE
Georgios Exintaris,1122203734.0,Greece,Stub,10.6,SOUTHERN EUROPE
Antonis Fosteridis,1226111002.0,Greece,GA,10.6,SOUTHERN EUROPE
Asimakis Fotilas,1238412906.0,Greece,Start,10.6,SOUTHERN EUROPE
Spyridon Galinos,1177420715.0,Greece,Stub,10.6,SOUTHERN EUROPE
Ioannis Gryparis (1848-1922),1118204026.0,Greece,Stub,10.6,SOUTHERN EUROPE
Theophilos Kamberidis,1204621612.0,Greece,C,10.6,SOUTHERN EUROPE
Stavros Karampelas,1164966747.0,Greece,Stub,10.6,SOUTHERN EUROPE
Giorgos Katiforis,1221278854.0,Greece,Stub,10.6,SOUTHERN EUROPE
Matthaios Kofidis,1216081687.0,Greece,B,10.6,SOUTHERN EUROPE
Georgios Kourtoglou,1161584075.0,Greece,Stub,10.6,SOUTHERN EUROPE
Failos Kranidiotis,1156045704.0,Greece,Start,10.6,SOUTHERN EUROPE
Eustathios Lagakos,1118204107.0,Greece,Stub,10.6,SOUTHERN EUROPE
Alexis Liatis,1118203952.0,Greece,Stub,10.6,SOUTHERN EUROPE
Nikolaos Makris,1163124965.0,Greece,Stub,10.6,SOUTHERN EUROPE
Ioannis Malachias,1232322174.0,Greece,Stub,10.6,SOUTHERN EUROPE
Ismail Molla,1243379211.0,Greece,Stub,10.6,SOUTHERN EUROPE
Yannis Moralis (politician),1243618134.0,Greece,Start,10.6,SOUTHERN EUROPE
Traianos Nallis,1247683483.0,Greece,Start,10.6,SOUTHERN EUROPE
Theodoros Negris,1248921819.0,Greece,Start,10.6,SOUTHERN EUROPE
Nikos Kosis,1173589571.0,Greece,Start,10.6,SOUTHERN EUROPE
Alketas Panagoulias,1247604735.0,Greece,C,10.6,SOUTHERN EUROPE
Yiannis Papadimitriou,1225990254.0,Greece,Stub,10.6,SOUTHERN EUROPE
Fotis Perlikos,1242765206.0,Greece,Start,10.6,SOUTHERN EUROPE
Anni Podimata,1157530218.0,Greece,Stub,10.6,SOUTHERN EUROPE
Avraham Rakanti,1226946571.0,Greece,Stub,10.6,SOUTHERN EUROPE
Haris Romas,1247440581.0,Greece,Start,10.6,SOUTHERN EUROPE
Georgios Romeos,1240228353.0,Greece,Stub,10.6,SOUTHERN EUROPE
Vassilis Rotas,1220371513.0,Greece,Start,10.6,SOUTHERN EUROPE
Neoklis Sarris,1179418320.0,Greece,Start,10.6,SOUTHERN EUROPE
Simos Simopoulos,1211043784.0,Greece,Stub,10.6,SOUTHERN EUROPE
Sokratis Famellos,1246982301.0,Greece,Start,10.6,SOUTHERN EUROPE
Ioannis Soutsos,1118204096.0,Greece,Stub,10.6,SOUTHERN EUROPE
Fotini Dekazou Stefanopoulou,1188372971.0,Greece,Stub,10.6,SOUTHERN EUROPE
Vasilis Stigkas,1244105942.0,Greece,Stub,10.6,SOUTHERN EUROPE
Georgios Tertsetis,1234384469.0,Greece,Start,10.6,SOUTHERN EUROPE
Giannis Theonas,1194465925.0,Greece,Stub,10.6,SOUTHERN EUROPE
Theofanis Tombras,1158045142.0,Greece,C,10.6,SOUTHERN EUROPE
Eugenia Tsoumani-Spentza,1232437700.0,Greece,Stub,10.6,SOUTHERN EUROPE
Nikolaos Tsourouktsoglou,1246424186.0,Greece,Start,10.6,SOUTHERN EUROPE
Spyridon Valettas,1223108932.0,Greece,Start,10.6,SOUTHERN EUROPE
Nikitas Venizelos,1231258246.0,Greece,Stub,10.6,SOUTHERN EUROPE
Anestis Vlahos,1249587277.0,Greece,Stub,10.6,SOUTHERN EUROPE
Christos Xanthopoulos-Palamas,1118204132.0,Greece,Stub,10.6,SOUTHERN EUROPE
Konstantinos Zografos,1118203914.0,Greece,Stub,10.6,SOUTHERN EUROPE
Spiros Zournatzis,1189128481.0,Greece,Stub,10.6,SOUTHERN EUROPE
Francis Alexis,1242252016.0,Grenada,Start,0.1,CARIBBEAN
Leo Cato,1133912529.0,Grenada,Stub,0.1,CARIBBEAN
Aldana Sandoval,1016735357.0,Guatemala,Start,18.1,CENTRAL AMERICA
Roberto Arzú,1228262014.0,Guatemala,Start,18.1,CENTRAL AMERICA
José Alejandro de Aycinena,1231096508.0,Guatemala,Start,18.1,CENTRAL AMERICA
Juan José de Aycinena y Piñol,1228261278.0,Guatemala,C,18.1,CENTRAL AMERICA
Mariano de Aycinena y Piñol,1242284183.0,Guatemala,GA,18.1,CENTRAL AMERICA
José Francisco Barrundia,1227213476.0,Guatemala,Start,18.1,CENTRAL AMERICA
Luis Batres Juarros,1231590847.0,Guatemala,C,18.1,CENTRAL AMERICA
José Batres Montúfar,1222957267.0,Guatemala,C,18.1,CENTRAL AMERICA
Mariano Beltranena y Llano,1228325819.0,Guatemala,Stub,18.1,CENTRAL AMERICA
Pedro Brolo,1228345888.0,Guatemala,Start,18.1,CENTRAL AMERICA
Ricardo Bueso,1145140846.0,Guatemala,Stub,18.1,CENTRAL AMERICA
Harold Caballeros,1230133462.0,Guatemala,C,18.1,CENTRAL AMERICA
Jafeth Cabrera,1195917199.0,Guatemala,Start,18.1,CENTRAL AMERICA
Carlos Castillo Medrano,1015536139.0,Guatemala,Stub,18.1,CENTRAL AMERICA
Edwin Escobar Hill,1102909542.0,Guatemala,Start,18.1,CENTRAL AMERICA
Estuardo Galdámez,1177403953.0,Guatemala,Stub,18.1,CENTRAL AMERICA
Jorge García Granados,1220742353.0,Guatemala,Start,18.1,CENTRAL AMERICA
Joaquín Méndez,1188598687.0,Guatemala,Start,18.1,CENTRAL AMERICA
José Milla y Vidaurre,1217472460.0,Guatemala,C,18.1,CENTRAL AMERICA
Roberto Molina Barreto,1244829604.0,Guatemala,C,18.1,CENTRAL AMERICA
Pedro Molina Mazariegos,1249577124.0,Guatemala,Start,18.1,CENTRAL AMERICA
Luis Francisco Ortega Menaldo,1241053119.0,Guatemala,Stub,18.1,CENTRAL AMERICA
Manuel Francisco Pavón Aycinena,1235527107.0,Guatemala,C,18.1,CENTRAL AMERICA
Carlos Pineda (politician),1225818991.0,Guatemala,GA,18.1,CENTRAL AMERICA
Mariano Rivera Paz,1238485439.0,Guatemala,FA,18.1,CENTRAL AMERICA
Máximo Santa Cruz,1180481554.0,Guatemala,Stub,18.1,CENTRAL AMERICA
Eduardo Stein,1228343915.0,Guatemala,Start,18.1,CENTRAL AMERICA
Manuel Villacorta,1220669085.0,Guatemala,Start,18.1,CENTRAL AMERICA
José Alejandro de Aycinena,1231096508.0,El Salvador,Start,6.4,CENTRAL AMERICA
Miguel Álvarez Castro,1225471880.0,El Salvador,Start,6.4,CENTRAL AMERICA
Mario Antonio Andino,1171961571.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Antonio Gutiérrez y Ulloa,1232042818.0,El Salvador,C,6.4,CENTRAL AMERICA
José Ramón Ávalos Navarrete,1207430683.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Walter Béneke,1233484385.0,El Salvador,GA,6.4,CENTRAL AMERICA
Reinaldo Carballo,1245814863.0,El Salvador,GA,6.4,CENTRAL AMERICA
Fabio Castillo Figueroa,1209426449.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Ernesto Antonio Claramount Roseville,1232852938.0,El Salvador,Start,6.4,CENTRAL AMERICA
Héctor Dada Hirezi,1242670109.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Carmen Elena Figueroa,1182289482.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Manuel Flores (Salvadoran politician),1239189530.0,El Salvador,GA,6.4,CENTRAL AMERICA
Hugo Lindo,1236826343.0,El Salvador,C,6.4,CENTRAL AMERICA
Gustavo López Davidson,1231944840.0,El Salvador,Start,6.4,CENTRAL AMERICA
Román Mayorga Quirós,1171434505.0,El Salvador,Stub,6.4,CENTRAL AMERICA
José Antonio Morales Ehrlich,1231944861.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Claudia Ortiz (El Salvador),1231969782.0,El Salvador,Start,6.4,CENTRAL AMERICA
Aníbal Portillo,1114960545.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Eeileen Romero,1231944785.0,El Salvador,Start,6.4,CENTRAL AMERICA
Rubén Alonso Rosales,1249085177.0,El Salvador,Start,6.4,CENTRAL AMERICA
José Gregorio Salazar,1229765870.0,El Salvador,Start,6.4,CENTRAL AMERICA
Javier Simán,1242201651.0,El Salvador,Start,6.4,CENTRAL AMERICA
Guillermo Ungo,1209426341.0,El Salvador,Stub,6.4,CENTRAL AMERICA
José Francisco Valiente,1170230028.0,El Salvador,Stub,6.4,CENTRAL AMERICA
José Arturo Vásquez Machado,1247468718.0,El Salvador,Start,6.4,CENTRAL AMERICA
Juan Vicente Villacorta,1232029588.0,El Salvador,Start,6.4,CENTRAL AMERICA
César Yanes Urías,1231944759.0,El Salvador,Stub,6.4,CENTRAL AMERICA
Xavier Zablah Bukele,1241139820.0,El Salvador,Start,6.4,CENTRAL AMERICA
José Francisco Barrundia,1227213476.0,Honduras,Start,9.7,CENTRAL AMERICA
Yolani Batres,1184919604.0,Honduras,Stub,9.7,CENTRAL AMERICA
Aníbal Delgado Fiallos,1173755289.0,Honduras,Start,9.7,CENTRAL AMERICA
Carlos Escaleras,1250417536.0,Honduras,Start,9.7,CENTRAL AMERICA
Miguel Andonie Fernández,1219318782.0,Honduras,Stub,9.7,CENTRAL AMERICA
Carlos Zúñiga Figueroa,1196013744.0,Honduras,Start,9.7,CENTRAL AMERICA
Renato Florentino,1243219659.0,Honduras,Stub,9.7,CENTRAL AMERICA
Ángel G. Hernández,1247545730.0,Honduras,Start,9.7,CENTRAL AMERICA
Justo Herrera,1227062098.0,Honduras,Stub,9.7,CENTRAL AMERICA
José Jeronimo Zelaya,1122819804.0,Honduras,Stub,9.7,CENTRAL AMERICA
José María Martinez Salinas,1104275868.0,Honduras,Stub,9.7,CENTRAL AMERICA
Salvador Nasralla,1250265293.0,Honduras,C,9.7,CENTRAL AMERICA
Joaquín Rivera,1225451471.0,Honduras,Stub,9.7,CENTRAL AMERICA
Agapito Robleda Castro,1183485100.0,Honduras,Start,9.7,CENTRAL AMERICA
Marlon Tábora Muñoz,1127474919.0,Honduras,C,9.7,CENTRAL AMERICA
Carlos Urbizo,1093553119.0,Honduras,Start,9.7,CENTRAL AMERICA
José Cecilio del Valle,1241979774.0,Honduras,C,9.7,CENTRAL AMERICA
Thierno Aliou,1025501033.0,Guinea,Start,14.2,WESTERN AFRICA
Ibrahima Kaba Bah,1189714237.0,Guinea,Start,14.2,WESTERN AFRICA
Mahmoud Bah,1179963758.0,Guinea,Start,14.2,WESTERN AFRICA
Mamadou Boye Bah,1241621063.0,Guinea,Start,14.2,WESTERN AFRICA
Fodé Bangoura,1242679828.0,Guinea,Stub,14.2,WESTERN AFRICA
Karim Bangoura,1178323740.0,Guinea,Stub,14.2,WESTERN AFRICA
Barry III,1157234813.0,Guinea,C,14.2,WESTERN AFRICA
Alpha Oumar Barry,1171242393.0,Guinea,Start,14.2,WESTERN AFRICA
Édouard Benjamin,1234308934.0,Guinea,Stub,14.2,WESTERN AFRICA
Amadou Damaro Camara,1138773088.0,Guinea,Stub,14.2,WESTERN AFRICA
Sekou Benna Camara,1214405631.0,Guinea,Start,14.2,WESTERN AFRICA
Sény Camara,1231187957.0,Guinea,Stub,14.2,WESTERN AFRICA
Moussa Diakité (politician),1214352187.0,Guinea,Start,14.2,WESTERN AFRICA
Boubacar Yacine Diallo,1226298707.0,Guinea,Stub,14.2,WESTERN AFRICA
Mamadou Pathé Diallo,1243645294.0,Guinea,Stub,14.2,WESTERN AFRICA
Yacine Diallo,1157228808.0,Guinea,Stub,14.2,WESTERN AFRICA
Lansana Diané,1063277893.0,Guinea,C,14.2,WESTERN AFRICA
Guillaume Hawing,1231993438.0,Guinea,Start,14.2,WESTERN AFRICA
Mory Sinkoun Kaba,1169321796.0,Guinea,Start,14.2,WESTERN AFRICA
Fodéba Keïta,1219849021.0,Guinea,C,14.2,WESTERN AFRICA
Sidiba Koulibaly,1233177790.0,Guinea,Start,14.2,WESTERN AFRICA
Dansa Kourouma,1225689289.0,Guinea,Stub,14.2,WESTERN AFRICA
Dominique Kpoghomou,1231545434.0,Guinea,Start,14.2,WESTERN AFRICA
Albert Liurette,1187822681.0,Guinea,Stub,14.2,WESTERN AFRICA
Achkar Marof,1172887309.0,Guinea,Start,14.2,WESTERN AFRICA
Dinah Salifou,1230417967.0,Guinea,C,14.2,WESTERN AFRICA
Koutoub Moustapha Sano,1240195055.0,Guinea,Start,14.2,WESTERN AFRICA
Mamba Sano,1186381012.0,Guinea,Stub,14.2,WESTERN AFRICA
Aissata Mariama Soumah,1226483955.0,Guinea,Stub,14.2,WESTERN AFRICA
Ibrahima Abé Sylla,1230984048.0,Guinea,Start,14.2,WESTERN AFRICA
Diallo Telli,1178513406.0,Guinea,C,14.2,WESTERN AFRICA
Almamy Ahmadou of Timbo,1213635496.0,Guinea,Stub,14.2,WESTERN AFRICA
Facinet Touré,1190559256.0,Guinea,Stub,14.2,WESTERN AFRICA
Fode Mamadou Touré,1177650762.0,Guinea,Stub,14.2,WESTERN AFRICA
Ismaël Touré,1246469917.0,Guinea,GA,14.2,WESTERN AFRICA
Antony Beaujon,1129731289.0,Guyana,C,0.8,SOUTH AMERICA
Stephen Campbell,1231770164.0,Guyana,Start,0.8,SOUTH AMERICA
John Carter (ambassador),1242807439.0,Guyana,Start,0.8,SOUTH AMERICA
Nigel Dharamlall,1245162145.0,Guyana,Stub,0.8,SOUTH AMERICA
Roy Fredericks,1225354614.0,Guyana,Start,0.8,SOUTH AMERICA
Rahman Baccus Gajraj,1242807387.0,Guyana,Stub,0.8,SOUTH AMERICA
Winifred Gaskin,1215776481.0,Guyana,GA,0.8,SOUTH AMERICA
Joseph Harmon,1233268491.0,Guyana,Stub,0.8,SOUTH AMERICA
Rashleigh Jackson,1170739829.0,Guyana,Stub,0.8,SOUTH AMERICA
Manzoor Nadir,1242176652.0,Guyana,Start,0.8,SOUTH AMERICA
Ubraj Narine,1211442079.0,Guyana,Stub,0.8,SOUTH AMERICA
Robert Persaud,1190122265.0,Guyana,Stub,0.8,SOUTH AMERICA
Jane Phillips-Gay,1189968275.0,Guyana,C,0.8,SOUTH AMERICA
Barton Scotland,1222160201.0,Guyana,Stub,0.8,SOUTH AMERICA
C. N. Sharma,1219573961.0,Guyana,Start,0.8,SOUTH AMERICA
A. R. F. Webber,1156355955.0,Guyana,Start,0.8,SOUTH AMERICA
Robert Victor Evan Wong,1224213889.0,Guyana,C,0.8,SOUTH AMERICA
President of Haiti,1247861822.0,Haiti,C,11.6,CARIBBEAN
Georges Anglade,1246159936.0,Haiti,Start,11.6,CARIBBEAN
Paul Arcelin,1248663780.0,Haiti,Start,11.6,CARIBBEAN
Fritz Bélizaire,1250252849.0,Haiti,Stub,11.6,CARIBBEAN
Rosalvo Bobo,1221928174.0,Haiti,Start,11.6,CARIBBEAN
Michel Patrick Boisvert,1242253141.0,Haiti,C,11.6,CARIBBEAN
Jean-Fernand Brierre,1215401761.0,Haiti,Start,11.6,CARIBBEAN
Luckner Cambronne,1242496812.0,Haiti,Start,11.6,CARIBBEAN
Rony Célestin,1127705961.0,Haiti,Start,11.6,CARIBBEAN
Massillon Coicou,1248295740.0,Haiti,C,11.6,CARIBBEAN
Oswald Durand,1241151320.0,Haiti,C,11.6,CARIBBEAN
Gérard Gourgue,1105537507.0,Haiti,Start,11.6,CARIBBEAN
Fernand Hibbert,1144570454.0,Haiti,Stub,11.6,CARIBBEAN
Jean-Chrisostôme Imbert,1071832914.0,Haiti,Stub,11.6,CARIBBEAN
Joseph Mécène Jean-Louis,1176875041.0,Haiti,Stub,11.6,CARIBBEAN
Jean Julme,1161799415.0,Haiti,Start,11.6,CARIBBEAN
Joseph Lambert (Haitian politician),1246577456.0,Haiti,Start,11.6,CARIBBEAN
Evans Lescouflair,1206969587.0,Haiti,Stub,11.6,CARIBBEAN
Lorimer Denis,1189706771.0,Haiti,Start,11.6,CARIBBEAN
Robert Manuel (politician),1244197773.0,Haiti,Start,11.6,CARIBBEAN
Frédéric Marcelin,1190558665.0,Haiti,Stub,11.6,CARIBBEAN
Alix Mathon,1099843841.0,Haiti,Stub,11.6,CARIBBEAN
Solon Ménos,1244094860.0,Haiti,Stub,11.6,CARIBBEAN
André Michel (lawyer),1173706360.0,Haiti,Stub,11.6,CARIBBEAN
Jean-Baptiste Mills,1234699497.0,Haiti,Stub,11.6,CARIBBEAN
Jean-Louis Annecy,1232824556.0,Haiti,Start,11.6,CARIBBEAN
Jules Solime Milscent,1244840590.0,Haiti,Stub,11.6,CARIBBEAN
Jovenel Moïse,1248975727.0,Haiti,B,11.6,CARIBBEAN
Émile Nau,1244094728.0,Haiti,Stub,11.6,CARIBBEAN
Septimus Rameau,1244094811.0,Haiti,Start,11.6,CARIBBEAN
Jacques Roumain,1243382687.0,Haiti,C,11.6,CARIBBEAN
Philippe Thoby-Marcelin,1189492499.0,Haiti,Start,11.6,CARIBBEAN
Pompée Valentin Vastey,1221102733.0,Haiti,Start,11.6,CARIBBEAN
Gary Victor,1224935116.0,Haiti,Start,11.6,CARIBBEAN
Aladár Andrássy,1029640359.0,Hungary,Stub,9.6,EASTERN EUROPE
György Andrássy,1225123124.0,Hungary,Stub,9.6,EASTERN EUROPE
Károly Andrássy,1226148197.0,Hungary,Stub,9.6,EASTERN EUROPE
Tamás Bakócz,1226127936.0,Hungary,Start,9.6,EASTERN EUROPE
Franz Anton Basch,1217589862.0,Hungary,Start,9.6,EASTERN EUROPE
Stephen VII Báthory,1210205888.0,Hungary,Start,9.6,EASTERN EUROPE
Balthasar Báthory,1030716598.0,Hungary,Start,9.6,EASTERN EUROPE
Stephen III Báthory,1226128145.0,Hungary,Start,9.6,EASTERN EUROPE
Stephen V Báthory,1236501380.0,Hungary,GA,9.6,EASTERN EUROPE
Dávid Bélaváry,1189139711.0,Hungary,Start,9.6,EASTERN EUROPE
Elek Benedek,1212561738.0,Hungary,Start,9.6,EASTERN EUROPE
Márton Berzeviczy,1218731042.0,Hungary,Stub,9.6,EASTERN EUROPE
Farkas Bethlen,1221961669.0,Hungary,Start,9.6,EASTERN EUROPE
János Bethlen,1198918159.0,Hungary,Start,9.6,EASTERN EUROPE
Zoltán Böszörmény,1181454060.0,Hungary,Start,9.6,EASTERN EUROPE
Giovanni de Ciotta,1222150298.0,Hungary,Start,9.6,EASTERN EUROPE
Mihály Csáky,1245851485.0,Hungary,C,9.6,EASTERN EUROPE
Zoltán Cséfalvay,1177400698.0,Hungary,Start,9.6,EASTERN EUROPE
Dénes Farkas,1120590347.0,Hungary,C,9.6,EASTERN EUROPE
Emil Dessewffy,1217438745.0,Hungary,Stub,9.6,EASTERN EUROPE
John Drágfi,1247456996.0,Hungary,Stub,9.6,EASTERN EUROPE
György Ekrem-Kemál,1194939369.0,Hungary,C,9.6,EASTERN EUROPE
László Endre,1226809980.0,Hungary,C,9.6,EASTERN EUROPE
Ferenc Esterházy (1715–1785),1221058943.0,Hungary,Stub,9.6,EASTERN EUROPE
János Nepomuk Farkas,1120590142.0,Hungary,Start,9.6,EASTERN EUROPE
József Farkas (politician),1171333227.0,Hungary,C,9.6,EASTERN EUROPE
András Fáy,1227415124.0,Hungary,Start,9.6,EASTERN EUROPE
Lajos Fodor,1214416146.0,Hungary,Start,9.6,EASTERN EUROPE
Péter Fülöp,1147889438.0,Hungary,Stub,9.6,EASTERN EUROPE
János Fuzik,1171871582.0,Hungary,Stub,9.6,EASTERN EUROPE
János Ghyczy,1051406176.0,Hungary,Start,9.6,EASTERN EUROPE
Miksa Hadik,1017820647.0,Hungary,Stub,9.6,EASTERN EUROPE
Ottó Herman,1226641724.0,Hungary,C,9.6,EASTERN EUROPE
József Hertelendy (1833–1891),1228990168.0,Hungary,Start,9.6,EASTERN EUROPE
Sándor Hollán Jr.,1153429385.0,Hungary,Stub,9.6,EASTERN EUROPE
Sándor Hollán Sr.,1249029861.0,Hungary,Stub,9.6,EASTERN EUROPE
István Horthy,1248580671.0,Hungary,C,9.6,EASTERN EUROPE
Miklós Horthy Jr.,1248262096.0,Hungary,Start,9.6,EASTERN EUROPE
Gábor Hraskó,1163342472.0,Hungary,GA,9.6,EASTERN EUROPE
László Hunyady de Kéthely,1111996748.0,Hungary,Stub,9.6,EASTERN EUROPE
János Imreffy,1171540302.0,Hungary,Start,9.6,EASTERN EUROPE
Győző Istóczy,1187741965.0,Hungary,Start,9.6,EASTERN EUROPE
Miklós Istvánffy,1237567100.0,Hungary,C,9.6,EASTERN EUROPE
Oszkár Jászi,1233767745.0,Hungary,C,9.6,EASTERN EUROPE
Sándor Józan,898985019.0,Hungary,Stub,9.6,EASTERN EUROPE
Mihály Káthay,1081132162.0,Hungary,Start,9.6,EASTERN EUROPE
Gyula Kautz,1204304297.0,Hungary,Start,9.6,EASTERN EUROPE
István Kendi,942771137.0,Hungary,Start,9.6,EASTERN EUROPE
Sándor Kendi,1081132167.0,Hungary,Start,9.6,EASTERN EUROPE
Ferenc Kölcsey,1226650554.0,Hungary,C,9.6,EASTERN EUROPE
Orbán Kolompár,1246289515.0,Hungary,Stub,9.6,EASTERN EUROPE
Juraj Košút,1228957061.0,Hungary,C,9.6,EASTERN EUROPE
Gergely Kovács (politician),1249056066.0,Hungary,Start,9.6,EASTERN EUROPE
Farkas Kovacsóczy,1081132142.0,Hungary,Start,9.6,EASTERN EUROPE
István Kovacsóczy,1089406791.0,Hungary,Start,9.6,EASTERN EUROPE
Nicholas Kove,1249071898.0,Hungary,Start,9.6,EASTERN EUROPE
George Lichtenstein (musician),1248033733.0,Hungary,Start,9.6,EASTERN EUROPE
György Magyar,1181058820.0,Hungary,Stub,9.6,EASTERN EUROPE
Géza Malasits,1246089316.0,Hungary,Stub,9.6,EASTERN EUROPE
Ernő Mesterházy,1164628746.0,Hungary,Start,9.6,EASTERN EUROPE
Mihály Mikes (politician),1089407038.0,Hungary,Start,9.6,EASTERN EUROPE
Mihály Mikes (soldier),935489367.0,Hungary,Stub,9.6,EASTERN EUROPE
Andrea Ossoinack,1230614310.0,Hungary,Start,9.6,EASTERN EUROPE
Luigi Ossoinack,1182731594.0,Hungary,Start,9.6,EASTERN EUROPE
Dénes Pázmándy (1848–1936),1218562138.0,Hungary,Stub,9.6,EASTERN EUROPE
János Petki,998207348.0,Hungary,Start,9.6,EASTERN EUROPE
János Petrán,1146539675.0,Hungary,Stub,9.6,EASTERN EUROPE
János Radványi,1045602198.0,Hungary,Start,9.6,EASTERN EUROPE
Andor Schmuck,1249914090.0,Hungary,Stub,9.6,EASTERN EUROPE
Iván Skerlecz,1249314157.0,Hungary,Start,9.6,EASTERN EUROPE
László Sombori,1180244988.0,Hungary,Stub,9.6,EASTERN EUROPE
László Szalay,1218413935.0,Hungary,Stub,9.6,EASTERN EUROPE
György Szapáry,1218499041.0,Hungary,C,9.6,EASTERN EUROPE
Réka Szemerkényi,1121161249.0,Hungary,Stub,9.6,EASTERN EUROPE
Lajos Szikszai,1212248638.0,Hungary,Start,9.6,EASTERN EUROPE
Pál Szinyei Merse,1218041682.0,Hungary,Start,9.6,EASTERN EUROPE
Géza Szőcs,1194943342.0,Hungary,Start,9.6,EASTERN EUROPE
Béla Szombati,1008352289.0,Hungary,Start,9.6,EASTERN EUROPE
Mihály Teleki,1193643268.0,Hungary,Start,9.6,EASTERN EUROPE
Kálmán Thaly,1192211234.0,Hungary,Start,9.6,EASTERN EUROPE
György Thurzó,1213588389.0,Hungary,C,9.6,EASTERN EUROPE
Tibor Farkas,1175892177.0,Hungary,C,9.6,EASTERN EUROPE
Vilmos Vályi-Nagy,1220817543.0,Hungary,C,9.6,EASTERN EUROPE
Gusztáv Vizsolyi,1213680658.0,Hungary,Stub,9.6,EASTERN EUROPE
Béla Vörösmarty,1187030749.0,Hungary,Stub,9.6,EASTERN EUROPE
Paul Wittich (politician),1153429446.0,Hungary,C,9.6,EASTERN EUROPE
Pusapati Aditi Vijayalakshmi,1237546774.0,India,Stub,1428.6,SOUTH ASIA
"Ajay Kumar Singh (Bihar politician, Indian National Congress)",1238401101.0,India,Stub,1428.6,SOUTH ASIA
Ajendra Singh Lodhi,1232095812.0,India,Stub,1428.6,SOUTH ASIA
Ajoy Edwards,1249079014.0,India,Stub,1428.6,SOUTH ASIA
Syed Faisal Ali,1244232481.0,India,Stub,1428.6,SOUTH ASIA
Oorvasi S. Amirtharaj,1230951133.0,India,Stub,1428.6,SOUTH ASIA
Aithabathula Anandarao,1241440166.0,India,Stub,1428.6,SOUTH ASIA
Arjun Singh Bamniya,1242619180.0,India,Stub,1428.6,SOUTH ASIA
M. Mallesh Babu,1245825172.0,India,Stub,1428.6,SOUTH ASIA
Baij Nath Rawat,1240904237.0,India,Start,1428.6,SOUTH ASIA
Bathula Balaramakrishna,1232500619.0,India,Stub,1428.6,SOUTH ASIA
Nimuben Bambhaniya,1238049866.0,India,Start,1428.6,SOUTH ASIA
Bandaru Satyananda Rao,1232500347.0,India,Stub,1428.6,SOUTH ASIA
Haris Beeran,1250733082.0,India,Stub,1428.6,SOUTH ASIA
Mohit Beniwal,1244482122.0,India,Stub,1428.6,SOUTH ASIA
Bharat Bhushan Mandal,1240433792.0,India,Start,1428.6,SOUTH ASIA
T. G. Bharath,1245214535.0,India,Stub,1428.6,SOUTH ASIA
Arun Bharti,1235596015.0,India,Start,1428.6,SOUTH ASIA
Bommidi Narayana Nayakar,1232500872.0,India,Stub,1428.6,SOUTH ASIA
Sunil Bose,1241961199.0,India,Stub,1428.6,SOUTH ASIA
Satpal Brahamchari,1246694309.0,India,Stub,1428.6,SOUTH ASIA
